party,text,year,manifesto,sentence_num,sentence_id,predicted
cdu-csu,Pauschalbeträge statt Belege.,2025,cdu-csu_2025,399,cdu-csu_2025_399,98 - Non-thematic
cdu-csu,Mit mehr Pauschalierungen und Typisierungen vereinfachen wir insbesondere das Einkommensteuerrecht.,2025,cdu-csu_2025,400,cdu-csu_2025_400,1 - Macroeconomics
cdu-csu,Spielräume des EU-Rechts nutzen.,2025,cdu-csu_2025,401,cdu-csu_2025_401,19.2 - European Integration
cdu-csu,"Wir führen das Verrechnungsmodell bei der Einfuhrumsatzsteuer ein, um Bürokratie und Liquiditätsbelastung möglichst gering zu halten.",2025,cdu-csu_2025,402,cdu-csu_2025_402,1 - Macroeconomics
cdu-csu,Steuergesetze lesen und verstehen.,2025,cdu-csu_2025,403,cdu-csu_2025_403,1 - Macroeconomics
cdu-csu,"Sie müssen für Bürger, Unternehmen und Verwaltung verständlicher werden.",2025,cdu-csu_2025,404,cdu-csu_2025_404,19.2 - European Integration
cdu-csu,"Dazu vereinfachen wir vor allem die Gesetzessprache und streichen veraltete Vorschriften, die nicht mehr angewendet werden.",2025,cdu-csu_2025,405,cdu-csu_2025_405,12 - Law and Crime
cdu-csu,"Konsequente Digitalisierung, bessere Kontrolle.",2025,cdu-csu_2025,406,cdu-csu_2025_406,17 - Technology
cdu-csu,Wir digitalisieren und automatisieren Besteuerungsverfahren und stellen KI-Technologie bereit.,2025,cdu-csu_2025,407,cdu-csu_2025_407,1 - Macroeconomics
cdu-csu,"Das hilft Finanzbehörden auch dabei, Steuerpflichten zu kontrollieren und Steuerbetrug wirksam zu bekämpfen.",2025,cdu-csu_2025,408,cdu-csu_2025_408,12 - Law and Crime
cdu-csu,Resilienz der Wirtschaft stärken Geoökonomische Herausforderungen und Krisen nehmen zu; sie sind ein ernstes Problem für unsere Wirtschaft.,2025,cdu-csu_2025,409,cdu-csu_2025_409,1 - Macroeconomics
cdu-csu,Wir müssen die Resilienz unserer Wirtschaft stärken und ihr Rechts- und Planungssicherheit geben.,2025,cdu-csu_2025,410,cdu-csu_2025_410,1 - Macroeconomics
cdu-csu,"Das geht nur gemeinsam mit unseren Partnern in Europa, das geht nur mit einem starken Binnenmarkt.",2025,cdu-csu_2025,411,cdu-csu_2025_411,19.2 - European Integration
cdu-csu,"Genau wie die Sicherheitspolitik ist die Wirtschaftspolitik auch gefragt, Antworten auf Übernahmen durch Systemkonkurrenten oder Cyberangriffe zu finden, die ganze Unternehmen und Lieferketten lahmlegen. - 16 -  „Grundgesetz der Sozialen Marktwirtschaft“ rechtssicher machen.",2025,cdu-csu_2025,412,cdu-csu_2025_412,1 - Macroeconomics
cdu-csu,Wir binden die wettbewerbsrechtlichen Befugnisse des Bundeskartellamts zum Markteingriff wieder an einen Rechtsverstoß.,2025,cdu-csu_2025,413,cdu-csu_2025_413,15 - Domestic Commerce
cdu-csu,Einen Generalverdacht gegenüber der Wirtschaft lehnen wir entschieden ab.,2025,cdu-csu_2025,414,cdu-csu_2025_414,12 - Law and Crime
cdu-csu,Fairer Wettbewerb in Europa.,2025,cdu-csu_2025,415,cdu-csu_2025_415,19.2 - European Integration
cdu-csu,"Wir setzen uns für ein modernes Kartell- und Wettbewerbsrecht ein, das den globalen Markt als Maßstab zugrunde legt.",2025,cdu-csu_2025,416,cdu-csu_2025_416,15 - Domestic Commerce
cdu-csu,Missbrauchskontrolle starker Abnehmer verbessern.,2025,cdu-csu_2025,417,cdu-csu_2025_417,12 - Law and Crime
cdu-csu,Wir stärken den Schutz von Erzeugern und Lieferanten vor unlauteren Handelspraktiken.,2025,cdu-csu_2025,418,cdu-csu_2025_418,18 - Foreign Trade
cdu-csu,Schutzschirm für unsere Wirtschaft.,2025,cdu-csu_2025,419,cdu-csu_2025_419,1 - Macroeconomics
cdu-csu,"Wir führen wirkungsvolle Instrumente zur Krisenbewältigung und gegen Subventionen ein, die den weltweiten Wettbewerb verzerren.",2025,cdu-csu_2025,420,cdu-csu_2025_420,1 - Macroeconomics
cdu-csu,Rechte an geistigem Eigentum konsequent durchsetzen.,2025,cdu-csu_2025,421,cdu-csu_2025_421,12 - Law and Crime
cdu-csu,Wir legen den Fokus auf die Bekämpfung der Produkt- und Markenpiraterie sowie die Produktsicherheit.,2025,cdu-csu_2025,422,cdu-csu_2025_422,15 - Domestic Commerce
cdu-csu,So stärken wir die Innovations- und Schöpfungskraft der deutschen Wirtschaft.,2025,cdu-csu_2025,423,cdu-csu_2025_423,1 - Macroeconomics
cdu-csu,Mehr Realismus statt Naivität.,2025,cdu-csu_2025,424,cdu-csu_2025_424,98 - Non-thematic
cdu-csu,"Wir schützen sicherheitsrelevante Technologien, kritische Infrastrukturen und Unternehmen vor Übernahmen durch systemische Rivalen.",2025,cdu-csu_2025,425,cdu-csu_2025_425,17 - Technology
cdu-csu,Wirtschaft muss Cyber-Gefahren kennen.,2025,cdu-csu_2025,426,cdu-csu_2025_426,17 - Technology
cdu-csu,"Wir sorgen dafür, dass insbesondere der Mittelstand besser informiert und sensibilisiert ist.",2025,cdu-csu_2025,427,cdu-csu_2025_427,1 - Macroeconomics
cdu-csu,"Wegen ihrer Innovations- und Wirtschaftskraft sind mittelständische Unternehmen begehrte Angriffsziele internationaler Konkurrenten, fremder Nachrichtendienste und Krimineller.",2025,cdu-csu_2025,428,cdu-csu_2025_428,1 - Macroeconomics
cdu-csu,Für die Cybermaßnahmen kleiner und mittlerer Unternehmen schaffen wir steuerliche Anreize und günstige Finanzierungen.,2025,cdu-csu_2025,429,cdu-csu_2025_429,17 - Technology
cdu-csu,Cybersicherheit „Made in Germany“.,2025,cdu-csu_2025,430,cdu-csu_2025_430,12 - Law and Crime
cdu-csu,"Unser Ziel ist, dass Deutschland Weltmarktführer für sichere IT-Lösungen und attraktiver Standort für innovative Unternehmen der Cybersicherheit wird.",2025,cdu-csu_2025,431,cdu-csu_2025_431,17 - Technology
cdu-csu,"Freien Handel und Exporte unterstützen Exportweltmeister sind jetzt andere, nicht mehr wir.",2025,cdu-csu_2025,432,cdu-csu_2025_432,1 - Macroeconomics
cdu-csu,Trotzdem bleibt Deutschland eine Exportwirtschaft.,2025,cdu-csu_2025,433,cdu-csu_2025_433,1 - Macroeconomics
cdu-csu,Jeder vierte Arbeitsplatz hängt am Export – und ein Großteil unseres Wohlstands.,2025,cdu-csu_2025,434,cdu-csu_2025_434,5 - Labor
cdu-csu,"Aber: Der Welthandel schwächelt, Protektionismus und unlautere Handelspraktiken nehmen zu, Lieferengpässe und steigende Rohstoffpreise werden zur Belastung für Unternehmen.",2025,cdu-csu_2025,435,cdu-csu_2025_435,18 - Foreign Trade
cdu-csu,"Unser Kompass bleibt: Wir unterstützen den freien Handel, damit wir wieder aufholen und Arbeitsplätze sichern.",2025,cdu-csu_2025,436,cdu-csu_2025_436,18 - Foreign Trade
cdu-csu,Dabei puffern wir die internationalen und globalen Risiken besser ab.,2025,cdu-csu_2025,437,cdu-csu_2025_437,19.1 - International Affairs
cdu-csu,Aus Deutschland muss eine resiliente Exportwirtschaft werden.,2025,cdu-csu_2025,438,cdu-csu_2025_438,1 - Macroeconomics
cdu-csu,Für unsere Interessen.,2025,cdu-csu_2025,439,cdu-csu_2025_439,98 - Non-thematic
cdu-csu,"Wir sorgen dafür, dass sich unsere internationale Zusammenarbeit gezielt an den strategischen Wirtschaftsinteressen Deutschlands orientiert.",2025,cdu-csu_2025,440,cdu-csu_2025_440,19.1 - International Affairs
cdu-csu,Außenwirtschaftsförderung und Entwicklungszusammenarbeit verzahnen wir dazu besser.,2025,cdu-csu_2025,441,cdu-csu_2025_441,19.1 - International Affairs
cdu-csu,"Wir setzen uns auch in der Organisation für wirtschaftliche Zusammenarbeit und Entwicklung dafür ein, dass die deutsche Wirtschaft deutlich stärker von staatlich finanzierten Entwicklungsprojekten profitiert.",2025,cdu-csu_2025,442,cdu-csu_2025_442,19.1 - International Affairs
cdu-csu,Zusammen ist man stärker.,2025,cdu-csu_2025,443,cdu-csu_2025_443,98 - Non-thematic
cdu-csu,Wir schließen neue Energie- und Rohstoffpartnerschaften und setzen uns auf europäischer Ebene für pragmatische Handelsabkommen ein. - 17 -  Fair handeln statt abschotten.,2025,cdu-csu_2025,444,cdu-csu_2025_444,18 - Foreign Trade
cdu-csu,"Bei marktverzerrenden Subventionen und Exportbeihilfen setzen wir auf das EU-Antisubventionsverfahren und einen wirksamen, international anerkannten Streitschlichtungsmechanismus bei der Welthandelsorganisation.",2025,cdu-csu_2025,445,cdu-csu_2025_445,18 - Foreign Trade
cdu-csu,Grundsätzlich sind Zölle nicht der richtige Weg.,2025,cdu-csu_2025,446,cdu-csu_2025_446,18 - Foreign Trade
cdu-csu,Globaler Handel funktioniert nur auf der Basis gleicher Rechte und Pflichten.,2025,cdu-csu_2025,447,cdu-csu_2025_447,18 - Foreign Trade
cdu-csu,Deshalb folgen wir dem Grundsatz der Gegenseitigkeit (Reziprozität).,2025,cdu-csu_2025,448,cdu-csu_2025_448,98 - Non-thematic
cdu-csu,Exportförderung stärken.,2025,cdu-csu_2025,449,cdu-csu_2025_449,1 - Macroeconomics
cdu-csu,Exportorientierte Unternehmen brauchen guten Zugang zu Kapital und staatliche Garantien zur Risikoabsicherung.,2025,cdu-csu_2025,450,cdu-csu_2025_450,1 - Macroeconomics
cdu-csu,Wir machen die neuen klimapolitischen Sektorleitlinien für Garantien rückgängig.,2025,cdu-csu_2025,451,cdu-csu_2025_451,7 - Environment
cdu-csu,"Eine Unterscheidung in gute und in weniger gute, in gewünschte und weniger gewünschte Wirtschaftstätigkeit deutscher Unternehmen im Ausland lehnen wir ab.",2025,cdu-csu_2025,452,cdu-csu_2025_452,1 - Macroeconomics
cdu-csu,Außenhandel nicht unnötig behindern.,2025,cdu-csu_2025,453,cdu-csu_2025_453,1 - Macroeconomics
cdu-csu,Die Exportkontrolle muss effizienter werden.,2025,cdu-csu_2025,454,cdu-csu_2025_454,9 - Immigration
cdu-csu,Dazu beschleunigen wir Ausfuhrgenehmigungen deutlich.,2025,cdu-csu_2025,455,cdu-csu_2025_455,18 - Foreign Trade
cdu-csu,Abkommen schließen.,2025,cdu-csu_2025,456,cdu-csu_2025_456,19.1 - International Affairs
cdu-csu,Mercosur ist ausverhandelt und muss jetzt zügig in Kraft treten.,2025,cdu-csu_2025,457,cdu-csu_2025_457,7 - Environment
cdu-csu,Dabei haben wir die Sicherstellung fairer Wettbewerbsbedingungen zum Schutz unserer Landwirtschaft besonders im Blick.,2025,cdu-csu_2025,458,cdu-csu_2025_458,4 - Agriculture
cdu-csu,"Wir unterstützen in der EU neue Abkommen mit Indien und den ASEAN-Staaten und vertiefen Partnerschaften insbesondere mit den USA für einen umfassenden transatlantischen Wirtschafts-, Handels- und Zukunftsraum.  „De-Risking“, aber richtig.",2025,cdu-csu_2025,459,cdu-csu_2025_459,19.1 - International Affairs
cdu-csu,"Wir wollen an engen Wirtschaftsbeziehungen zu China festhalten, sofern sie auf dem Prinzip der Gegenseitigkeit beruhen.",2025,cdu-csu_2025,460,cdu-csu_2025_460,18 - Foreign Trade
cdu-csu,"Zugleich werden wir kritische wirtschaftliche Abhängigkeiten verringern, etwa durch die stärkere Diversifizierung von Absatzmärkten, Rohstoffquellen und Lieferketten sowie den Schutz kritischer Infrastruktur und sicherheitsrelevanter Technologie.",2025,cdu-csu_2025,461,cdu-csu_2025_461,1 - Macroeconomics
cdu-csu,"Abhängigkeiten verringern, heißt souveräner werden.",2025,cdu-csu_2025,462,cdu-csu_2025_462,1 - Macroeconomics
cdu-csu,Die Produktion von Halbleitern und Batteriezellen in Europa muss stark angekurbelt werden.,2025,cdu-csu_2025,463,cdu-csu_2025_463,8 - Energy
cdu-csu,Dazu füllen wir das Europäische Chipgesetz zügig mit Leben und nutzen die Europäische Halbleiterallianz ESRA stärker.,2025,cdu-csu_2025,464,cdu-csu_2025_464,17 - Technology
cdu-csu,Innovationen „Made in Germany“.,2025,cdu-csu_2025,465,cdu-csu_2025_465,17 - Technology
cdu-csu,"Gerade in Afrika, aber auch im gesamten globalen Süden und im asiatisch-pazifischen Raum, wollen wir Wirtschaftsbeziehungen intensivieren, auch um das Feld nicht China und Russland zu überlassen.",2025,cdu-csu_2025,466,cdu-csu_2025_466,19.1 - International Affairs
cdu-csu,"Deshalb ist es in unserem Interesse, die Afrikanische Union und andere regionale Zusammenschlüsse dauerhaft zu stärken.",2025,cdu-csu_2025,467,cdu-csu_2025_467,19.1 - International Affairs
cdu-csu,Mit Blick auf Klimaschutz durch Zukunftstechnologien bieten sich für Technologien aus Deutschland große Chancen.,2025,cdu-csu_2025,468,cdu-csu_2025_468,8 - Energy
cdu-csu,Deshalb unterstützen wir Wirtschaftswachstum auf dem afrikanischen Kontinent und die afrikanische Freihandelszone.,2025,cdu-csu_2025,469,cdu-csu_2025_469,19.1 - International Affairs
cdu-csu,Rohstoffe von hier.,2025,cdu-csu_2025,470,cdu-csu_2025_470,8 - Energy
cdu-csu,"Wir sichern die Versorgung auch durch einen verantwortungsvollen, heimischen Abbau.",2025,cdu-csu_2025,471,cdu-csu_2025_471,8 - Energy
cdu-csu,Zudem verstehen wir die aus Recycling entstandenen Wertstoffe als Rohstoffe  Sie erfüllen die höchsten Ansprüche und sind zugleich nachhaltig.,2025,cdu-csu_2025,472,cdu-csu_2025_472,7 - Environment
cdu-csu,"Wir reizen das privatwirtschaftliche, nicht-spekulative Anlegen von Vorräten durch eine Rohstoffbevorratungsrücklage an.  - 18 - Ja zu bezahlbarer, sicherer und sauberer Energie Unser Plan: Für bezahlbare Energie sorgen.",2025,cdu-csu_2025,473,cdu-csu_2025_473,8 - Energy
cdu-csu,Bei Energieinnovationen Spitze sein.,2025,cdu-csu_2025,474,cdu-csu_2025_474,8 - Energy
cdu-csu,Für bezahlbare Energie sorgen Die Energiekrise hat unser Land verändert.,2025,cdu-csu_2025,475,cdu-csu_2025_475,8 - Energy
cdu-csu,Höhere Preise bei steigendem Energiebedarf verunsichern Millionen von Menschen sowie Unternehmen gleichermaßen.,2025,cdu-csu_2025,476,cdu-csu_2025_476,8 - Energy
cdu-csu,Die Politik darf die Augen vor der Realität nicht verschließen.,2025,cdu-csu_2025,477,cdu-csu_2025_477,98 - Non-thematic
cdu-csu,"Für uns ist klar: Energie muss bezahlbar, sicher und sauber sein.",2025,cdu-csu_2025,478,cdu-csu_2025_478,8 - Energy
cdu-csu,"Alle Kostentreiber müssen auf den Prüfstand, gleichzeitig ist Energieeffizienz wichtig.",2025,cdu-csu_2025,479,cdu-csu_2025_479,8 - Energy
cdu-csu,"Dafür treten wir ein, im engen Schulterschluss in der EU und mit unseren internationalen Partnern.",2025,cdu-csu_2025,480,cdu-csu_2025_480,19.1 - International Affairs
cdu-csu,Ideologiefrei und technologieoffen zu bezahlbarer Energie.,2025,cdu-csu_2025,481,cdu-csu_2025_481,8 - Energy
cdu-csu,"Wir bringen alle Kapazitäten ans Netz, die klimafreundlich und systemdienlich sind, angefangen bei einem zielgerichteten weiteren Ausbau der Erneuerbaren Energien.",2025,cdu-csu_2025,482,cdu-csu_2025_482,8 - Energy
cdu-csu,"Wir nutzen die Erneuerbaren konsequent, und zwar alle: Windenergie an Land und auf See, Solarenergie, Geothermie, Wasserkraft, Bioenergie und den nachwachsenden Rohstoff Holz.",2025,cdu-csu_2025,483,cdu-csu_2025_483,8 - Energy
cdu-csu,Die Potenziale der KraftWärme-Kopplung müssen konsequent genutzt werden.,2025,cdu-csu_2025,484,cdu-csu_2025_484,8 - Energy
cdu-csu,Versorgung absichern.,2025,cdu-csu_2025,485,cdu-csu_2025_485,3 - Health
cdu-csu,"Wir erhöhen die Versorgungssicherheit durch eine pragmatische Kraftwerkstrategie, die einen technologieoffenen Kapazitätsmarkt etabliert und damit wettbewerblich für Absicherung der gesicherten Leistung sorgt.",2025,cdu-csu_2025,486,cdu-csu_2025_486,8 - Energy
cdu-csu,Neuer Strommarkt.,2025,cdu-csu_2025,487,cdu-csu_2025_487,8 - Energy
cdu-csu,"Wir setzen ein Strommarktdesign um, das die neuen Realitäten anerkennt und die notwendigen Investitionen absichert.",2025,cdu-csu_2025,488,cdu-csu_2025_488,8 - Energy
cdu-csu,Für mehr Preisstabilität entwickeln wir die Terminmärkte weiter.,2025,cdu-csu_2025,489,cdu-csu_2025_489,1 - Macroeconomics
cdu-csu,Versorgungsunternehmen müssen ihre Lieferverträge besser und preisgünstiger absichern können.,2025,cdu-csu_2025,490,cdu-csu_2025_490,15 - Domestic Commerce
cdu-csu,Infrastruktur ganzheitlich denken.,2025,cdu-csu_2025,491,cdu-csu_2025_491,10 - Transportation
cdu-csu,"Ein besonderes Augenmerk legen wir auf den integrierten und grenzüberschreitenden Netzausbau sowie auf eine effiziente Verknüpfung des Ausbaus von Erneuerbaren Energien, Netzen und Speichern.",2025,cdu-csu_2025,492,cdu-csu_2025_492,8 - Energy
cdu-csu,Dafür wollen wir mehr privates Kapital gewinnen.,2025,cdu-csu_2025,493,cdu-csu_2025_493,1 - Macroeconomics
cdu-csu,Für einen schnellen und günstigen Ausbau von Stromnetzen nutzen wir verstärkt Freileitungen.,2025,cdu-csu_2025,494,cdu-csu_2025_494,8 - Energy
cdu-csu,"Bei Strom-, Wärme-, Gas-, Wasserstoff- und CO2-Infrastruktur setzen wir auf Standardisierung und gemeinsamen Ausbau.",2025,cdu-csu_2025,495,cdu-csu_2025_495,8 - Energy
cdu-csu,"Strukturwandel, aber verlässlich.",2025,cdu-csu_2025,496,cdu-csu_2025_496,1 - Macroeconomics
cdu-csu,Wir stehen zum Kohlekompromiss und zum vereinbarten Kohleausstieg.,2025,cdu-csu_2025,497,cdu-csu_2025_497,8 - Energy
cdu-csu,"Auf dem Weg darf es kein weiteres endgültiges Abschalten von Kohlekraftwerken geben, solange als Ersatz keine neuen Gaskraftwerke und Kraft-WärmeKopplungs-Anlagen gebaut sind.",2025,cdu-csu_2025,498,cdu-csu_2025_498,8 - Energy
cdu-csu,Die Zusagen aus dem Strukturstärkungsgesetz und die Vereinbarungen zwischen dem Bund und den betroffenen Ländern halten wir ein. - 19 -  Option Kernenergie.,2025,cdu-csu_2025,499,cdu-csu_2025_499,8 - Energy
cdu-csu,Gerade auch mit Blick auf die Klimaziele und die Versorgungssicherheit hat diese eine bedeutende Rolle.,2025,cdu-csu_2025,500,cdu-csu_2025_500,7 - Environment
cdu-csu,"Gleichzeitig streben wir schnellstmöglich eine fachliche Bestandsaufnahme an, ob angesichts des jeweiligen Rückbaustadiums eine Wiederaufnahme des Betriebs der zuletzt abgeschalteten Kernkraftwerke unter vertretbarem technischem und finanziellem Aufwand noch möglich ist.",2025,cdu-csu_2025,501,cdu-csu_2025_501,8 - Energy
cdu-csu,Echte Europäische Energieunion.,2025,cdu-csu_2025,502,cdu-csu_2025_502,19.2 - European Integration
cdu-csu,Ein echter europäischer Energiebinnenmarkt schafft Resilienz und ist mit mehr Angebot gut für die Verbraucher.,2025,cdu-csu_2025,503,cdu-csu_2025_503,8 - Energy
cdu-csu,Für notwendige Energieimporte und -exporte mobilisieren wir europäische Potenziale und intensivieren internationale Partnerschaften.,2025,cdu-csu_2025,504,cdu-csu_2025_504,8 - Energy
cdu-csu,Abgaben auf den Prüfstand.,2025,cdu-csu_2025,505,cdu-csu_2025_505,1 - Macroeconomics
cdu-csu,Bei den Steuern und anderen Abgaben auf Energie nutzen wir Entlastungsspielräume.,2025,cdu-csu_2025,506,cdu-csu_2025_506,1 - Macroeconomics
cdu-csu,Wir senken die Stromsteuer für alle und reduzieren die Netzentgelte.,2025,cdu-csu_2025,507,cdu-csu_2025_507,8 - Energy
cdu-csu,Smarte Energie.,2025,cdu-csu_2025,508,cdu-csu_2025_508,8 - Energy
cdu-csu,Verbraucher sollen flexibler auf den Strompreis reagieren können.,2025,cdu-csu_2025,509,cdu-csu_2025_509,8 - Energy
cdu-csu,Dazu muss die Stromnutzung durch Smart Meter und Digitalisierung intelligenter werden.,2025,cdu-csu_2025,510,cdu-csu_2025_510,8 - Energy
cdu-csu,So erreichen wir eine bessere Lastverteilung.,2025,cdu-csu_2025,511,cdu-csu_2025_511,10 - Transportation
cdu-csu,So sinken Verbrauch und Kosten.,2025,cdu-csu_2025,512,cdu-csu_2025_512,1 - Macroeconomics
cdu-csu,Netzentgelte neu regeln.,2025,cdu-csu_2025,513,cdu-csu_2025_513,17 - Technology
cdu-csu,Wir sprechen uns für die Beibehaltung einer Stromgebotszone und einen entschlossenen Netzausbau aus.,2025,cdu-csu_2025,514,cdu-csu_2025_514,8 - Energy
cdu-csu,Statt unterschiedlicher Strompreiszonen muss der Strom für alle in Deutschland günstiger werden.,2025,cdu-csu_2025,515,cdu-csu_2025_515,8 - Energy
cdu-csu,Mit einer Reform der Netzentgelte sinkt die Belastung und steigt die Akzeptanz.,2025,cdu-csu_2025,516,cdu-csu_2025_516,10 - Transportation
cdu-csu,"Eine zusätzliche Netzentgeltbelastung für industrielle Großverbraucher, die nicht flexibel produzieren können, lehnen wir ab.",2025,cdu-csu_2025,517,cdu-csu_2025_517,17 - Technology
cdu-csu,Heizungsgesetz der Ampel zurücknehmen.,2025,cdu-csu_2025,518,cdu-csu_2025_518,10 - Transportation
cdu-csu,Die Menschen brauchen Entscheidungsfreiheit.,2025,cdu-csu_2025,519,cdu-csu_2025_519,98 - Non-thematic
cdu-csu,"Sie wissen am besten, welche Heizungsart zu ihrem Wohneigentum und zu ihrem Geldbeutel passt.",2025,cdu-csu_2025,520,cdu-csu_2025_520,14 - Housing
cdu-csu,"Es geht uns darum, technologieoffen emissionsarme Wärmelösungen zu fördern und zu nutzen.",2025,cdu-csu_2025,521,cdu-csu_2025_521,8 - Energy
cdu-csu,Dazu gehört für uns auch das Heizen mit dem nachwachsenden Rohstoff Holz.,2025,cdu-csu_2025,522,cdu-csu_2025_522,8 - Energy
cdu-csu,Das Heizungsgesetz der Ampel schaffen wir ab.,2025,cdu-csu_2025,523,cdu-csu_2025_523,10 - Transportation
cdu-csu,Verlässliche Dekarbonisierung im Gebäudebereich.,2025,cdu-csu_2025,524,cdu-csu_2025_524,8 - Energy
cdu-csu,"Dabei setzen wir auf CO2-Bepreisung mit sozialem Ausgleich, verlässliche Förderung und technologieoffene Lösungen.",2025,cdu-csu_2025,525,cdu-csu_2025_525,7 - Environment
cdu-csu,So berücksichtigen wir unterschiedliche Gegebenheiten im Bestand.,2025,cdu-csu_2025,526,cdu-csu_2025_526,7 - Environment
cdu-csu,"Mehr Markt, weniger Staat.",2025,cdu-csu_2025,527,cdu-csu_2025_527,1 - Macroeconomics
cdu-csu,"Wir setzen auf Pioniermärkte, mit denen über Quoten für Grüngas im Gasnetz, Grün-Heizöl oder beispielsweise klimaneutralen Stahl ein effizienter Markthochlauf gelingen kann.",2025,cdu-csu_2025,528,cdu-csu_2025_528,8 - Energy
cdu-csu,"So entscheidet nicht der Staat durch Förderung, wer am Markt teilnehmen darf.",2025,cdu-csu_2025,529,cdu-csu_2025_529,1 - Macroeconomics
cdu-csu,Auf diesen neuen Märkten setzen sich die besten Anbieter durch.,2025,cdu-csu_2025,530,cdu-csu_2025_530,15 - Domestic Commerce
cdu-csu,Bei Energieinnovationen Spitze sein Unsere Energieforschung ist weltweit Spitze.,2025,cdu-csu_2025,531,cdu-csu_2025_531,8 - Energy
cdu-csu,Wir setzen auf Zukunftstechnologien „Made in Germany“.,2025,cdu-csu_2025,532,cdu-csu_2025_532,17 - Technology
cdu-csu,"Wir starten eine Offensive für Energieinnovationen, die Wachstum und Wohlstand schafft und Vorbild für andere Länder ist. - 20 -  Energetisch voran.",2025,cdu-csu_2025,533,cdu-csu_2025_533,8 - Energy
cdu-csu,Für klimafreundliche Energie stellen wir eine technologieoffene Energieforschung sicher.,2025,cdu-csu_2025,534,cdu-csu_2025_534,8 - Energy
cdu-csu,Forschungskooperationen bauen wir auch über die Energieunion hinaus aus.,2025,cdu-csu_2025,535,cdu-csu_2025_535,17 - Technology
cdu-csu,Technologieoffen und zukunftsfähig.,2025,cdu-csu_2025,536,cdu-csu_2025_536,17 - Technology
cdu-csu,"Das bedeutet für uns, breit zu forschen für die beste Form der Energieerzeugung: Brennstoffzelle, Kraftwerke mit klimaneutralen Gasen, Geothermie, Kernenergie der vierten und fünften Generation, Small Modular Reactors und Fusionskraftwerke.",2025,cdu-csu_2025,537,cdu-csu_2025_537,8 - Energy
cdu-csu,Gleiches gilt für die Forschung zu Transport und Speicherung.,2025,cdu-csu_2025,538,cdu-csu_2025_538,8 - Energy
cdu-csu,Wasserstoff zum Erfolg führen.,2025,cdu-csu_2025,539,cdu-csu_2025_539,8 - Energy
cdu-csu,Dazu schaffen wir Planungssicherheit und die notwendige Infrastruktur.,2025,cdu-csu_2025,540,cdu-csu_2025_540,10 - Transportation
cdu-csu,"Klar ist: Alle Wirtschaftsregionen müssen vom Wasserstoffkernnetz erreicht werden, es darf keine Benachteiligung einzelner Regionen geben.",2025,cdu-csu_2025,541,cdu-csu_2025_541,17 - Technology
cdu-csu,Wir brauchen auch eine große Portion Pragmatismus bei heimischer Erzeugung und internationalen Wasserstoffpartnerschaften.,2025,cdu-csu_2025,542,cdu-csu_2025_542,8 - Energy
cdu-csu,Der Wasserstoffhochlauf wird nur im europäischen Kontext erfolgreich sein.,2025,cdu-csu_2025,543,cdu-csu_2025_543,8 - Energy
cdu-csu,Ja zu marktwirtschaftlichem Klima- und Umweltschutz Unser Plan: Klimaziele einhalten.,2025,cdu-csu_2025,544,cdu-csu_2025_544,7 - Environment
cdu-csu,Emissionshandel richtig umsetzen.,2025,cdu-csu_2025,545,cdu-csu_2025_545,7 - Environment
cdu-csu,Ressourcen nachhaltig nutzen.,2025,cdu-csu_2025,546,cdu-csu_2025_546,13 - Social Welfare
cdu-csu,Umweltschutz gemeinsam machen.,2025,cdu-csu_2025,547,cdu-csu_2025_547,7 - Environment
cdu-csu,"Klimaziele einhalten Die Ampel hat in drei Jahren mit ihrem ideologischen und planwirtschaftlichen Ansatz gezeigt, wie es nicht geht.",2025,cdu-csu_2025,548,cdu-csu_2025_548,7 - Environment
cdu-csu,Deutschland erlebt eine tiefgreifende De-Industrialisierung.,2025,cdu-csu_2025,549,cdu-csu_2025_549,5 - Labor
cdu-csu,Wir müssen endlich verstehen: Klimaschutz braucht eine starke Wirtschaft.,2025,cdu-csu_2025,550,cdu-csu_2025_550,7 - Environment
cdu-csu,Klimaschutz geht nur global und gemeinsam mit den Menschen.,2025,cdu-csu_2025,551,cdu-csu_2025_551,7 - Environment
cdu-csu,"Wir sehen uns in der Verantwortung, die Schöpfung zu bewahren.",2025,cdu-csu_2025,552,cdu-csu_2025_552,2 - Civil Rights
cdu-csu,Wir verstehen Nachhaltigkeit umfassend.,2025,cdu-csu_2025,553,cdu-csu_2025_553,7 - Environment
cdu-csu,Pariser Klimaziele einhalten.,2025,cdu-csu_2025,554,cdu-csu_2025_554,7 - Environment
cdu-csu,Die Klimaneutralität bis 2045 haben wir fest im Blick.,2025,cdu-csu_2025,555,cdu-csu_2025_555,7 - Environment
cdu-csu,"Die Erderwärmung ist ein globales Problem, das die Weltgemeinschaft nur gemeinsam lösen kann.",2025,cdu-csu_2025,556,cdu-csu_2025_556,7 - Environment
cdu-csu,Wir verbinden dieses Ziel unbedingt mit dem Erhalt der Wettbewerbsfähigkeit unserer Wirtschaft und der Notwendigkeit der sozialen Tragfähigkeit.,2025,cdu-csu_2025,557,cdu-csu_2025_557,1 - Macroeconomics
cdu-csu,Nur so sichern wir die Akzeptanz bei den Menschen und die Chancen auf wirtschaftliches Wachstum.,2025,cdu-csu_2025,558,cdu-csu_2025_558,1 - Macroeconomics
cdu-csu,Verantwortung für die Welt übernehmen.,2025,cdu-csu_2025,559,cdu-csu_2025_559,19.1 - International Affairs
